State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield,Avg_Temp,Total_Precipitation,Crop_Category,Nitrogen,Potassium,Phosphorous
Odisha,NAYAGARH,Sugarcane,2017-18,Winter,107.0,Hectare,5979.4,Tonnes,55.88224299065421,20.550277777777783,21.53,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,NAYAGARH,Sugarcane,2018-19,Winter,298.0,Hectare,20358.2,Tonnes,68.31610738255034,21.043722222222225,68.59,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,NUAPADA,Sugarcane,2016-17,Winter,5.0,Hectare,29.0,Tonnes,5.8,19.329166666666666,1.82,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,NUAPADA,Sugarcane,2018-19,Winter,1.0,Hectare,43.2,Tonnes,43.2,19.730444444444444,84.02000000000001,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,PURI,Sugarcane,2018-19,Winter,15.0,Hectare,475.1,Tonnes,31.673333333333336,21.30661111111111,60.14,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,RAYAGADA,Sugarcane,2017-18,Winter,4.0,Hectare,223.5,Tonnes,55.875,19.61138888888889,0.2,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,SAMBALPUR,Sugarcane,2016-17,Winter,3.0,Hectare,103.2,Tonnes,34.4,20.386277777777774,9.15,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,SONEPUR,Sugarcane,2016-17,Winter,2.0,Hectare,44.0,Tonnes,22.0,21.053833333333333,6.68,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,SUNDARGARH,Sugarcane,2016-17,Winter,3.0,Hectare,246.0,Tonnes,82.0,19.756944444444443,10.32,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,SUNDARGARH,Sugarcane,2018-19,Winter,22.0,Hectare,2411.2000000000003,Tonnes,109.6,19.080277777777773,95.78,sugarcane,18.764089121887288,3.657929226736566,18.466579292267365
Odisha,ANUGUL,Urad,2016-17,Autumn,1452.0,Hectare,518.4,Tonnes,0.3570247933884297,22.65229508196721,310.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2016-17,Summer,52.0,Hectare,26.200000000000003,Tonnes,0.5038461538461539,32.51135245901639,285.68999999999994,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2016-17,Winter,1448.0,Hectare,600.9,Tonnes,0.4149861878453038,21.394666666666662,3.17,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2017-18,Autumn,1803.0,Hectare,706.8,Tonnes,0.3920133111480866,23.20299180327869,387.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2017-18,Summer,20.0,Hectare,10.0,Tonnes,0.5,32.06389344262295,316.36,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2017-18,Winter,1225.0,Hectare,487.6,Tonnes,0.3980408163265306,19.851888888888887,6.54,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2018-19,Autumn,1066.0,Hectare,465.8,Tonnes,0.4369606003752345,22.92438524590164,418.9500000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2018-19,Summer,53.0,Hectare,26.1,Tonnes,0.4924528301886792,31.15852459016393,411.47,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Urad,2018-19,Winter,710.0,Hectare,285.40000000000003,Tonnes,0.4019718309859155,19.77394444444445,95.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2016-17,Autumn,5035.0,Hectare,2099.6,Tonnes,0.4170009930486593,22.123893442622958,384.77,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2016-17,Summer,163.0,Hectare,75.3,Tonnes,0.4619631901840491,32.79192622950819,175.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2016-17,Winter,2057.0,Hectare,845.4000000000001,Tonnes,0.4109868740884784,20.78705555555556,3.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2017-18,Autumn,1389.0,Hectare,432.0,Tonnes,0.3110151187904967,22.798032786885248,328.48,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2017-18,Summer,268.0,Hectare,96.5,Tonnes,0.3600746268656716,32.370286885245896,246.92,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2017-18,Winter,1132.0,Hectare,403.0,Tonnes,0.3560070671378091,19.958055555555557,2.69,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2018-19,Autumn,1372.0,Hectare,399.3,Tonnes,0.2910349854227405,22.7347131147541,311.13,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2018-19,Summer,20.0,Hectare,4.3,Tonnes,0.215,31.75610655737705,230.88,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Urad,2018-19,Winter,536.0,Hectare,147.4,Tonnes,0.275,20.09027777777778,102.39,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2016-17,Autumn,1.0,Hectare,0.4,Tonnes,0.4,24.01627049180328,477.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2016-17,Summer,2456.0,Hectare,854.7,Tonnes,0.3480048859934853,31.49668032786885,456.44,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2016-17,Winter,12.0,Hectare,2.3000000000000003,Tonnes,0.1916666666666666,21.30505555555555,3.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2017-18,Autumn,1.0,Hectare,0.4,Tonnes,0.4,24.366516393442627,669.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2017-18,Summer,1043.0,Hectare,558.0,Tonnes,0.5349952061361457,30.499631147540985,496.25000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2018-19,Autumn,1.0,Hectare,0.3,Tonnes,0.3,24.318934426229504,506.37,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2018-19,Summer,107.0,Hectare,40.2,Tonnes,0.3757009345794392,30.19655737704918,571.71,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Urad,2018-19,Winter,3.0,Hectare,1.3,Tonnes,0.4333333333333333,20.751,124.84000000000002,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2016-17,Autumn,8868.0,Hectare,3946.3,Tonnes,0.4450045105999098,22.46327868852459,326.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2016-17,Summer,27.0,Hectare,16.1,Tonnes,0.5962962962962963,33.364999999999995,147.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2017-18,Autumn,8888.0,Hectare,2710.8,Tonnes,0.304995499549955,23.251926229508197,269.41,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2017-18,Summer,46.0,Hectare,17.6,Tonnes,0.3826086956521739,32.758032786885245,269.83,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2017-18,Winter,67.0,Hectare,23.1,Tonnes,0.3447761194029851,19.75461111111111,3.79,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2018-19,Autumn,4165.0,Hectare,1137.0,Tonnes,0.2729891956782713,23.07155737704918,227.43,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Urad,2018-19,Summer,20.0,Hectare,7.2,Tonnes,0.36,32.13434426229508,255.77000000000004,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2016-17,Summer,394.0,Hectare,254.9,Tonnes,0.6469543147208122,32.05040983606557,433.0100000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2016-17,Winter,1988.0,Hectare,1059.6,Tonnes,0.5329979879275655,21.74477777777778,0.6200000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2017-18,Summer,925.0,Hectare,469.9,Tonnes,0.508,31.316967213114754,404.4100000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2017-18,Winter,425.0,Hectare,231.6,Tonnes,0.5449411764705883,20.235722222222225,31.51,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2018-19,Autumn,1.0,Hectare,0.3,Tonnes,0.3,23.799877049180324,578.32,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2018-19,Summer,290.0,Hectare,137.8,Tonnes,0.4751724137931035,30.667459016393444,477.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Urad,2018-19,Winter,56.0,Hectare,30.0,Tonnes,0.5357142857142857,21.093333333333334,67.75999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2016-17,Autumn,25.0,Hectare,13.2,Tonnes,0.528,22.535901639344264,322.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2016-17,Summer,10.0,Hectare,5.6,Tonnes,0.56,33.06688524590164,207.79,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2016-17,Winter,362.0,Hectare,106.1,Tonnes,0.2930939226519337,21.376944444444447,6.38,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2017-18,Autumn,6.0,Hectare,2.6,Tonnes,0.4333333333333333,23.131844262295083,339.92,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2017-18,Summer,4.0,Hectare,0.8,Tonnes,0.2,32.60758196721312,299.16,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2017-18,Winter,225.0,Hectare,63.7,Tonnes,0.2831111111111111,20.19227777777777,2.27,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2018-19,Autumn,1.0,Hectare,0.1,Tonnes,0.1,22.971680327868853,332.34000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2018-19,Summer,7.0,Hectare,2.3000000000000003,Tonnes,0.3285714285714286,31.784180327868853,360.11,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Urad,2018-19,Winter,60.0,Hectare,11.3,Tonnes,0.1883333333333333,20.076,104.09,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2016-17,Summer,6060.0,Hectare,4072.3,Tonnes,0.671996699669967,32.51426229508197,366.34,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2016-17,Winter,3445.0,Hectare,1254.0,Tonnes,0.3640058055152395,21.468,0.5700000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2017-18,Summer,3836.0,Hectare,2205.7000000000003,Tonnes,0.5750000000000001,31.816188524590164,322.73,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2017-18,Winter,1456.0,Hectare,548.9,Tonnes,0.3769917582417582,19.631722222222223,31.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2018-19,Summer,329.0,Hectare,134.6,Tonnes,0.4091185410334346,30.980286885245896,434.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Urad,2018-19,Winter,1946.0,Hectare,895.2,Tonnes,0.4600205549845838,20.29538888888889,53.150000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2016-17,Autumn,1017.0,Hectare,360.0,Tonnes,0.3539823008849557,22.36032786885246,312.51,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2016-17,Summer,3.0,Hectare,0.9,Tonnes,0.3,31.90315573770492,278.80000000000007,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2016-17,Winter,8.0,Hectare,4.4,Tonnes,0.55,20.92916666666667,3.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2017-18,Autumn,823.0,Hectare,380.2000000000001,Tonnes,0.4619684082624545,22.895491803278688,339.16,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2017-18,Winter,91.0,Hectare,39.3,Tonnes,0.4318681318681319,19.73,3.22,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2018-19,Autumn,179.0,Hectare,64.10000000000001,Tonnes,0.3581005586592179,22.467377049180328,385.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Urad,2018-19,Winter,6.0,Hectare,1.9,Tonnes,0.3166666666666667,19.261888888888887,113.75,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2016-17,Autumn,21.0,Hectare,10.5,Tonnes,0.5,23.184344262295085,388.30000000000007,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2016-17,Summer,295.0,Hectare,149.0,Tonnes,0.5050847457627119,32.51426229508197,366.34,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2016-17,Winter,2417.0,Hectare,1114.2,Tonnes,0.4609846917666529,21.468,0.5700000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2017-18,Autumn,1.0,Hectare,0.2,Tonnes,0.2,23.713729508196725,588.3799999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2017-18,Summer,785.0,Hectare,308.5,Tonnes,0.3929936305732484,31.816188524590164,322.73,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2017-18,Winter,1350.0,Hectare,531.9,Tonnes,0.3939999999999999,19.631722222222223,31.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2018-19,Autumn,9.0,Hectare,3.4000000000000004,Tonnes,0.3777777777777778,23.59688524590165,556.57,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2018-19,Summer,14.0,Hectare,7.2,Tonnes,0.5142857142857143,30.980286885245896,434.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Urad,2018-19,Winter,1172.0,Hectare,522.7,Tonnes,0.4459897610921502,20.29538888888889,53.150000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Urad,2016-17,Winter,2875.0,Hectare,782.0,Tonnes,0.272,22.742722222222223,0.73,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Urad,2017-18,Winter,2762.0,Hectare,759.6,Tonnes,0.2750181028240405,21.284166666666668,5.949999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Urad,2018-19,Winter,2201.0,Hectare,490.8,Tonnes,0.2229895502044525,21.850666666666665,82.69000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2016-17,Autumn,27.0,Hectare,24.200000000000003,Tonnes,0.8962962962962964,24.96430327868853,376.83,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2016-17,Summer,5.0,Hectare,1.3,Tonnes,0.26,31.254057377049183,318.26,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2016-17,Winter,8628.0,Hectare,2467.6000000000004,Tonnes,0.2859990727862773,23.46583333333333,0.45,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2017-18,Autumn,47.0,Hectare,13.2,Tonnes,0.2808510638297872,25.09237704918033,567.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2017-18,Winter,6660.0,Hectare,1551.8000000000002,Tonnes,0.233003003003003,21.87955555555556,22.98,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2018-19,Autumn,96.0,Hectare,23.8,Tonnes,0.2479166666666666,25.34975409836065,485.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Urad,2018-19,Winter,7239.0,Hectare,1592.6,Tonnes,0.2200027628125432,22.323,76.41,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2016-17,Summer,956.0,Hectare,386.2000000000001,Tonnes,0.4039748953974896,31.800737704918028,512.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2016-17,Winter,412.0,Hectare,207.6,Tonnes,0.5038834951456311,21.84555555555556,0.29,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2017-18,Summer,445.0,Hectare,178.9,Tonnes,0.4020224719101123,31.00983606557377,456.7099999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2017-18,Winter,187.0,Hectare,70.5,Tonnes,0.3770053475935829,20.200111111111116,41.71,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2018-19,Summer,666.0,Hectare,208.5,Tonnes,0.3130630630630631,30.451639344262293,524.04,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Urad,2018-19,Winter,179.0,Hectare,70.0,Tonnes,0.3910614525139664,21.22988888888889,64.25,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2016-17,Summer,17.0,Hectare,6.9,Tonnes,0.4058823529411764,32.05040983606557,433.0100000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2016-17,Winter,6755.0,Hectare,3485.6000000000004,Tonnes,0.5160029607698002,21.74477777777778,0.6200000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2017-18,Summer,4.0,Hectare,0.4,Tonnes,0.1,31.316967213114754,404.4100000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2017-18,Winter,3995.0,Hectare,1418.2,Tonnes,0.3549937421777221,20.235722222222225,31.51,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2018-19,Summer,39.0,Hectare,9.2,Tonnes,0.2358974358974359,30.667459016393444,477.12,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Urad,2018-19,Winter,5107.0,Hectare,1281.9,Tonnes,0.2510084198159389,21.093333333333334,67.75999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2016-17,Autumn,7.0,Hectare,2.9000000000000004,Tonnes,0.4142857142857143,22.19110655737705,307.84000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2016-17,Winter,2.0,Hectare,0.8,Tonnes,0.4,19.756944444444443,10.32,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2017-18,Autumn,73.0,Hectare,58.8,Tonnes,0.8054794520547945,23.02602459016393,247.5,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2017-18,Summer,19.0,Hectare,7.7,Tonnes,0.4052631578947368,32.29823770491804,247.97,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2017-18,Winter,5.0,Hectare,2.0,Tonnes,0.4,19.34411111111111,6.05,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Urad,2018-19,Winter,4.0,Hectare,1.2000000000000002,Tonnes,0.3,19.080277777777773,95.78,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2016-17,Autumn,308.0,Hectare,164.2,Tonnes,0.5331168831168832,21.865696721311476,422.99,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2016-17,Summer,6.0,Hectare,2.0,Tonnes,0.3333333333333333,32.595163934426225,240.76,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2016-17,Winter,3222.0,Hectare,1482.1,Tonnes,0.4599937926753569,20.517,0.7,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2017-18,Summer,186.0,Hectare,70.9,Tonnes,0.3811827956989247,32.14004098360655,246.52,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2017-18,Winter,3132.0,Hectare,1224.6,Tonnes,0.3909961685823755,20.12077777777777,2.71,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2018-19,Summer,4.0,Hectare,2.4000000000000004,Tonnes,0.6000000000000001,31.839426229508195,166.91,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Urad,2018-19,Winter,2418.0,Hectare,875.3,Tonnes,0.3619933829611249,20.302111111111117,87.86999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Urad,2016-17,Winter,188.0,Hectare,49.6,Tonnes,0.2638297872340425,20.88116666666667,3.8,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Urad,2017-18,Winter,86.0,Hectare,22.3,Tonnes,0.2593023255813954,19.58644444444444,4.93,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Urad,2018-19,Autumn,15.0,Hectare,2.1,Tonnes,0.14,22.275245901639344,367.35,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Urad,2018-19,Winter,59.0,Hectare,16.0,Tonnes,0.2711864406779661,19.81122222222222,95.48,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2016-17,Summer,210.0,Hectare,61.3,Tonnes,0.2919047619047619,31.800737704918028,512.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2016-17,Winter,5572.0,Hectare,3281.9,Tonnes,0.5889985642498206,21.84555555555556,0.29,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2017-18,Summer,754.0,Hectare,344.6,Tonnes,0.4570291777188329,31.00983606557377,456.7099999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2017-18,Winter,3235.0,Hectare,1032.0,Tonnes,0.3190108191653786,20.200111111111116,41.71,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2018-19,Summer,1156.0,Hectare,543.3000000000001,Tonnes,0.4699826989619378,30.451639344262293,524.04,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Urad,2018-19,Winter,2239.0,Hectare,1307.6,Tonnes,0.5840107190710139,21.22988888888889,64.25,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2016-17,Autumn,1186.0,Hectare,496.9,Tonnes,0.4189713322091062,22.096516393442627,385.11,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2016-17,Summer,43.0,Hectare,19.4,Tonnes,0.4511627906976744,31.06217213114754,361.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2016-17,Winter,486.0,Hectare,280.40000000000003,Tonnes,0.5769547325102882,20.5845,1.63,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2017-18,Autumn,603.0,Hectare,180.3,Tonnes,0.2990049751243781,22.5597131147541,464.18,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2017-18,Summer,100.0,Hectare,49.7,Tonnes,0.497,30.393647540983608,397.30000000000007,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2017-18,Winter,108.0,Hectare,42.6,Tonnes,0.3944444444444444,19.30288888888889,9.56,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2018-19,Autumn,294.0,Hectare,94.1,Tonnes,0.3200680272108844,22.26799180327869,473.3200000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2018-19,Summer,87.0,Hectare,25.1,Tonnes,0.2885057471264368,29.763401639344263,413.75,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Urad,2018-19,Winter,108.0,Hectare,33.5,Tonnes,0.3101851851851852,19.26461111111111,107.54,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2016-17,Summer,906.0,Hectare,443.0,Tonnes,0.488962472406181,31.37286885245901,374.22,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2016-17,Winter,1086.0,Hectare,404.0,Tonnes,0.3720073664825046,22.42272222222222,0.3399999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2017-18,Summer,1024.0,Hectare,416.8,Tonnes,0.40703125,30.643114754098363,353.21,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2017-18,Winter,177.0,Hectare,48.7,Tonnes,0.2751412429378531,20.768,39.85,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2018-19,Summer,291.0,Hectare,84.1,Tonnes,0.2890034364261168,30.193975409836064,465.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Urad,2018-19,Winter,72.0,Hectare,16.6,Tonnes,0.2305555555555555,21.30661111111111,60.14,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Urad,2016-17,Summer,47.0,Hectare,16.2,Tonnes,0.3446808510638298,29.497131147540976,507.04,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Urad,2016-17,Winter,1400.0,Hectare,467.6,Tonnes,0.334,20.165222222222223,0.8200000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Urad,2017-18,Summer,61.0,Hectare,26.1,Tonnes,0.4278688524590164,29.34786885245901,369.69000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Urad,2017-18,Winter,1550.0,Hectare,616.9000000000001,Tonnes,0.3980000000000001,19.398388888888885,0.5700000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Urad,2018-19,Summer,3.0,Hectare,1.5,Tonnes,0.5,28.78286885245901,272.87000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
